-1.376953125000000139e-04,-1.376953125000000139e-04
-1.738281250000000189e-04,-1.738281250000000189e-04
-1.611328125000000076e-04,-1.611328125000000076e-04
-1.347656250000000113e-04,-1.347656250000000113e-04
-1.464843750000000217e-04,-1.464843750000000217e-04
-1.787109374999999961e-04,-1.787109374999999961e-04
-1.542968750000000015e-04,-1.542968750000000015e-04
-1.660156250000000119e-04,-1.660156250000000119e-04
-1.660156250000000119e-04,-1.660156250000000119e-04
-1.611328125000000076e-04,-1.611328125000000076e-04
-1.533203125000000007e-04,-1.533203125000000007e-04
-1.738281250000000189e-04,-1.738281250000000189e-04
-1.396484375000000156e-04,-1.396484375000000156e-04
-1.474609375000000226e-04,-1.474609375000000226e-04
-1.347656250000000113e-04,-1.347656250000000113e-04
-1.464843750000000217e-04,-1.464843750000000217e-04
-1.904296875000000065e-04,-1.904296875000000065e-04
-1.679687500000000408e-04,-1.679687500000000408e-04
-1.640625000000000102e-04,-1.640625000000000102e-04
-1.718750000000000171e-04,-1.718750000000000171e-04
-1.582031250000000321e-04,-1.582031250000000321e-04
-1.855468750000000022e-04,-1.855468750000000022e-04
-1.699218750000000154e-04,-1.699218750000000154e-04
-1.601562500000000338e-04,-1.601562500000000338e-04
-1.650390625000000111e-04,-1.650390625000000111e-04
-1.611328125000000076e-04,-1.611328125000000076e-04
-1.914062500000000074e-04,-1.914062500000000074e-04
-1.689453125000000145e-04,-1.689453125000000145e-04
-1.455078124999999937e-04,-1.455078124999999937e-04
-1.582031250000000321e-04,-1.582031250000000321e-04
-1.503906249999999980e-04,-1.503906249999999980e-04
-1.445312500000000199e-04,-1.445312500000000199e-04
-1.445312500000000199e-04,-1.445312500000000199e-04
-1.757812499999999935e-04,-1.757812499999999935e-04
-1.875000000000000310e-04,-1.875000000000000310e-04
-1.601562500000000338e-04,-1.601562500000000338e-04
-1.835937500000000004e-04,-1.835937500000000004e-04
-1.923828125000000353e-04,-1.923828125000000353e-04
-2.031250000000000178e-04,-2.031250000000000178e-04
-1.669921875000000128e-04,-1.669921875000000128e-04
-1.474609375000000226e-04,-1.474609375000000226e-04
-1.582031250000000321e-04,-1.582031250000000321e-04
-1.582031250000000321e-04,-1.582031250000000321e-04
-1.611328125000000076e-04,-1.611328125000000076e-04
-1.386718750000000147e-04,-1.386718750000000147e-04
-1.347656250000000113e-04,-1.347656250000000113e-04
-1.650390625000000111e-04,-1.650390625000000111e-04
-1.142578125000000066e-04,-1.142578125000000066e-04
-1.621093750000000085e-04,-1.621093750000000085e-04
-1.777343750000000223e-04,-1.777343750000000223e-04
-1.796875000000000241e-04,-1.796875000000000241e-04
-1.650390625000000111e-04,-1.650390625000000111e-04
-1.513671875000000260e-04,-1.513671875000000260e-04
-1.347656250000000113e-04,-1.347656250000000113e-04
-1.728515625000000180e-04,-1.728515625000000180e-04
-1.308593750000000078e-04,-1.308593750000000078e-04
-1.689453125000000145e-04,-1.689453125000000145e-04
-1.552734375000000295e-04,-1.552734375000000295e-04
-1.689453125000000145e-04,-1.689453125000000145e-04
-1.630859374999999822e-04,-1.630859374999999822e-04
-1.533203125000000007e-04,-1.533203125000000007e-04
-1.591796875000000059e-04,-1.591796875000000059e-04
-1.357421875000000121e-04,-1.357421875000000121e-04
-1.689453125000000145e-04,-1.689453125000000145e-04
-1.474609375000000226e-04,-1.474609375000000226e-04
-1.494140624999999972e-04,-1.494140624999999972e-04
-1.308593750000000078e-04,-1.308593750000000078e-04
-1.416015625000000173e-04,-1.416015625000000173e-04
-1.552734375000000024e-04,-1.552734375000000024e-04
-1.621093750000000085e-04,-1.621093750000000085e-04
-1.699218750000000154e-04,-1.699218750000000154e-04
-1.513671875000000260e-04,-1.513671875000000260e-04
-1.572265625000000041e-04,-1.572265625000000041e-04
-1.435546875000000191e-04,-1.435546875000000191e-04
-1.562500000000000033e-04,-1.562500000000000033e-04
-1.367187500000000130e-04,-1.367187500000000130e-04
-1.230468750000000009e-04,-1.230468750000000009e-04
-1.445312500000000199e-04,-1.445312500000000199e-04
-1.884765625000000048e-04,-1.884765625000000048e-04
-1.347656250000000113e-04,-1.347656250000000113e-04
-1.640625000000000102e-04,-1.640625000000000102e-04
-1.933593750000000091e-04,-1.933593750000000091e-04
-1.572265625000000041e-04,-1.572265625000000041e-04
-1.757812499999999935e-04,-1.757812499999999935e-04
-1.748046875000000197e-04,-1.748046875000000197e-04
-1.533203125000000007e-04,-1.533203125000000007e-04
-1.767578125000000215e-04,-1.767578125000000215e-04
-1.806640624999999978e-04,-1.806640624999999978e-04
-1.669921875000000128e-04,-1.669921875000000128e-04
-1.396484375000000156e-04,-1.396484375000000156e-04
